audit_id,facility_id,medicine_code,audit_date,recorded_stock_balance
AUD-000147,FAC-0005,EPINEPHRINE,2023-03-31,29.0
AUD-000148,FAC-0005,EPINEPHRINE,2023-04-30,37.0
AUD-000149,FAC-0005,EPINEPHRINE,2023-05-31,46.0
AUD-000150,FAC-0005,EPINEPHRINE,2023-06-30,52.0
AUD-000151,FAC-0005,EPINEPHRINE,2023-07-31,49.0
AUD-000152,FAC-0005,EPINEPHRINE,2023-08-31,72.0
AUD-000153,FAC-0005,EPINEPHRINE,2023-09-30,73.0
AUD-000154,FAC-0005,EPINEPHRINE,2023-10-31,71.0
AUD-000155,FAC-0005,EPINEPHRINE,2023-11-30,97.0
AUD-000156,FAC-0005,EPINEPHRINE,2023-12-31,92.0
AUD-000157,FAC-0005,PARACETAMOL,2023-01-31,4331.0
AUD-000158,FAC-0005,PARACETAMOL,2023-02-28,8472.0
AUD-000159,FAC-0005,PARACETAMOL,2023-03-31,7488.0
AUD-000160,FAC-0005,PARACETAMOL,2023-04-30,16457.0
AUD-000161,FAC-0005,PARACETAMOL,2023-05-31,20395.0
AUD-000162,FAC-0005,PARACETAMOL,2023-06-30,23505.0
AUD-000163,FAC-0005,PARACETAMOL,2023-07-31,24704.0
AUD-000164,FAC-0005,PARACETAMOL,2023-08-31,24518.0
AUD-000165,FAC-0005,PARACETAMOL,2023-09-30,24770.0
AUD-000166,FAC-0005,PARACETAMOL,2023-10-31,26354.0
AUD-000167,FAC-0005,PARACETAMOL,2023-11-30,29521.0
AUD-000168,FAC-0005,PARACETAMOL,2023-12-31,33137.0
AUD-000169,FAC-0005,RIF_INH,2023-01-31,751.0
AUD-000170,FAC-0005,RIF_INH,2023-02-28,1480.0
AUD-000171,FAC-0005,RIF_INH,2023-03-31,1413.0
AUD-000172,FAC-0005,RIF_INH,2023-04-30,2926.0
AUD-000173,FAC-0005,RIF_INH,2023-05-31,3627.0
AUD-000174,FAC-0005,RIF_INH,2023-06-30,4295.0
AUD-000175,FAC-0005,RIF_INH,2023-07-31,4956.0
AUD-000176,FAC-0005,RIF_INH,2023-08-31,5590.0
AUD-000177,FAC-0005,RIF_INH,2023-09-30,6244.0
AUD-000178,FAC-0005,RIF_INH,2023-10-31,6863.0
AUD-000179,FAC-0005,RIF_INH,2023-11-30,7491.0
AUD-000180,FAC-0005,RIF_INH,2023-12-31,8102.0
AUD-000181,FAC-0006,EPINEPHRINE,2023-01-31,0.0
AUD-000182,FAC-0006,EPINEPHRINE,2023-02-28,2.0
AUD-000183,FAC-0006,EPINEPHRINE,2023-03-31,3.0
AUD-000184,FAC-0006,EPINEPHRINE,2023-04-30,4.0
AUD-000185,FAC-0006,EPINEPHRINE,2023-05-31,0.0
AUD-000186,FAC-0006,EPINEPHRINE,2023-06-30,1.0
AUD-000187,FAC-0006,EPINEPHRINE,2023-07-31,10.0
AUD-000188,FAC-0006,EPINEPHRINE,2023-08-31,14.0
AUD-000189,FAC-0006,EPINEPHRINE,2023-09-30,1.0
AUD-000190,FAC-0006,EPINEPHRINE,2023-10-31,10.0
AUD-000191,FAC-0006,EPINEPHRINE,2023-11-30,2.0
AUD-000192,FAC-0006,EPINEPHRINE,2023-12-31,1.0
AUD-000193,FAC-0006,PARACETAMOL,2023-01-31,3117.0
AUD-000194,FAC-0006,PARACETAMOL,2023-02-28,5019.0
AUD-000195,FAC-0006,PARACETAMOL,2023-03-31,6621.0
AUD-000196,FAC-0006,PARACETAMOL,2023-04-30,8323.0
AUD-000197,FAC-0006,PARACETAMOL,2023-05-31,9757.0
AUD-000198,FAC-0006,PARACETAMOL,2023-06-30,14579.0
AUD-000199,FAC-0006,PARACETAMOL,2023-07-31,10063.0
AUD-000200,FAC-0006,PARACETAMOL,2023-08-31,4275.0
AUD-000201,FAC-0006,PARACETAMOL,2023-09-30,3900.0
AUD-000202,FAC-0006,PARACETAMOL,2023-10-31,0.0
AUD-000203,FAC-0006,PARACETAMOL,2023-11-30,5812.0
AUD-000204,FAC-0006,PARACETAMOL,2023-12-31,7334.0
AUD-000205,FAC-0006,RIF_INH,2023-01-31,572.0
AUD-000206,FAC-0006,RIF_INH,2023-02-28,1115.0
AUD-000207,FAC-0006,RIF_INH,2023-03-31,1659.0
AUD-000208,FAC-0006,RIF_INH,2023-04-30,2213.0
AUD-000209,FAC-0006,RIF_INH,2023-05-31,2749.0
AUD-000210,FAC-0006,RIF_INH,2023-06-30,3306.0
AUD-000211,FAC-0006,RIF_INH,2023-07-31,4668.0
AUD-000212,FAC-0006,RIF_INH,2023-08-31,5172.0
AUD-000213,FAC-0006,RIF_INH,2023-09-30,4930.0
AUD-000214,FAC-0006,RIF_INH,2023-10-31,6279.0
AUD-000215,FAC-0006,RIF_INH,2023-11-30,6818.0
AUD-000216,FAC-0006,RIF_INH,2023-12-31,6536.0
AUD-000217,FAC-0007,EPINEPHRINE,2023-01-31,11.0
AUD-000218,FAC-0007,EPINEPHRINE,2023-02-28,4.0
AUD-000219,FAC-0007,EPINEPHRINE,2023-03-31,15.0
AUD-000220,FAC-0007,EPINEPHRINE,2023-04-30,8.0
AUD-000221,FAC-0007,EPINEPHRINE,2023-05-31,1.0
AUD-000222,FAC-0007,EPINEPHRINE,2023-06-30,5.0
AUD-000223,FAC-0007,EPINEPHRINE,2023-07-31,9.0
AUD-000224,FAC-0007,EPINEPHRINE,2023-08-31,13.0
AUD-000225,FAC-0007,EPINEPHRINE,2023-09-30,8.0
AUD-000226,FAC-0007,EPINEPHRINE,2023-10-31,6.0
AUD-000227,FAC-0007,EPINEPHRINE,2023-11-30,18.0
AUD-000228,FAC-0007,EPINEPHRINE,2023-12-31,5.0
AUD-000229,FAC-0007,PARACETAMOL,2023-01-31,1935.0
AUD-000230,FAC-0007,PARACETAMOL,2023-02-28,6.0
AUD-000231,FAC-0007,PARACETAMOL,2023-03-31,6635.0
AUD-000232,FAC-0007,PARACETAMOL,2023-04-30,8165.0
AUD-000233,FAC-0007,PARACETAMOL,2023-05-31,9658.0
AUD-000234,FAC-0007,PARACETAMOL,2023-06-30,9245.0
AUD-000235,FAC-0007,PARACETAMOL,2023-07-31,5297.0
AUD-000236,FAC-0007,PARACETAMOL,2023-08-31,8.0
AUD-000237,FAC-0007,PARACETAMOL,2023-09-30,627.0
AUD-000238,FAC-0007,PARACETAMOL,2023-10-31,3.0
AUD-000239,FAC-0007,PARACETAMOL,2023-11-30,2639.0
AUD-000240,FAC-0007,PARACETAMOL,2023-12-31,9286.0
AUD-000241,FAC-0007,RIF_INH,2023-01-31,593.0
AUD-000242,FAC-0007,RIF_INH,2023-02-28,1198.0
AUD-000243,FAC-0007,RIF_INH,2023-03-31,1731.0
AUD-000244,FAC-0007,RIF_INH,2023-04-30,2256.0
AUD-000245,FAC-0007,RIF_INH,2023-05-31,2806.0
AUD-000246,FAC-0007,RIF_INH,2023-06-30,3335.0
AUD-000247,FAC-0007,RIF_INH,2023-07-31,3890.0
AUD-000248,FAC-0007,RIF_INH,2023-08-31,5176.0
AUD-000249,FAC-0007,RIF_INH,2023-09-30,5691.0
AUD-000250,FAC-0007,RIF_INH,2023-10-31,6122.0
AUD-000251,FAC-0007,RIF_INH,2023-11-30,6576.0
AUD-000252,FAC-0007,RIF_INH,2023-12-31,7066.0
AUD-000253,FAC-0008,EPINEPHRINE,2023-01-31,10.0
AUD-000254,FAC-0008,EPINEPHRINE,2023-02-28,0.0
AUD-000255,FAC-0008,EPINEPHRINE,2023-03-31,1.0
AUD-000256,FAC-0008,EPINEPHRINE,2023-04-30,0.0
AUD-000257,FAC-0008,EPINEPHRINE,2023-05-31,2.0
AUD-000258,FAC-0008,EPINEPHRINE,2023-06-30,3.0
AUD-000259,FAC-0008,EPINEPHRINE,2023-07-31,9.0
AUD-000260,FAC-0008,EPINEPHRINE,2023-08-31,11.0
AUD-000261,FAC-0008,EPINEPHRINE,2023-09-30,10.0
AUD-000262,FAC-0008,EPINEPHRINE,2023-10-31,9.0
AUD-000263,FAC-0008,EPINEPHRINE,2023-11-30,11.0
AUD-000264,FAC-0008,EPINEPHRINE,2023-12-31,10.0
AUD-000265,FAC-0008,PARACETAMOL,2023-01-31,6147.0
AUD-000266,FAC-0008,PARACETAMOL,2023-02-28,2444.0
AUD-000267,FAC-0008,PARACETAMOL,2023-03-31,3419.0
AUD-000268,FAC-0008,PARACETAMOL,2023-04-30,4482.0
AUD-000269,FAC-0008,PARACETAMOL,2023-05-31,10211.0
AUD-000270,FAC-0008,PARACETAMOL,2023-06-30,3809.0
AUD-000271,FAC-0008,PARACETAMOL,2023-07-31,4090.0
AUD-000272,FAC-0008,PARACETAMOL,2023-08-31,3968.0
AUD-000273,FAC-0008,PARACETAMOL,2023-09-30,1.0
AUD-000274,FAC-0008,PARACETAMOL,2023-10-31,4061.0
AUD-000275,FAC-0008,PARACETAMOL,2023-11-30,4655.0
AUD-000276,FAC-0008,PARACETAMOL,2023-12-31,501.0
AUD-000277,FAC-0008,RIF_INH,2023-01-31,524.0
AUD-000278,FAC-0008,RIF_INH,2023-02-28,1014.0
AUD-000279,FAC-0008,RIF_INH,2023-03-31,1488.0
AUD-000280,FAC-0008,RIF_INH,2023-04-30,1987.0
AUD-000281,FAC-0008,RIF_INH,2023-05-31,2451.0
AUD-000282,FAC-0008,RIF_INH,2023-06-30,2943.0
AUD-000283,FAC-0008,RIF_INH,2023-07-31,3450.0
AUD-000284,FAC-0008,RIF_INH,2023-08-31,3912.0
AUD-000285,FAC-0008,RIF_INH,2023-09-30,4438.0
AUD-000286,FAC-0008,RIF_INH,2023-10-31,4882.0
AUD-000287,FAC-0008,RIF_INH,2023-11-30,5370.0
AUD-000288,FAC-0008,RIF_INH,2023-12-31,6634.0
AUD-000289,FAC-0009,EPINEPHRINE,2023-01-31,17.0
AUD-000290,FAC-0009,EPINEPHRINE,2023-02-28,14.0
AUD-000291,FAC-0009,EPINEPHRINE,2023-03-31,28.0
AUD-000292,FAC-0009,EPINEPHRINE,2023-04-30,49.0
AUD-000293,FAC-0009,EPINEPHRINE,2023-05-31,40.0
AUD-000294,FAC-0009,EPINEPHRINE,2023-06-30,48.0
AUD-000295,FAC-0009,EPINEPHRINE,2023-07-31,64.0
AUD-000296,FAC-0009,EPINEPHRINE,2023-08-31,64.0
AUD-000297,FAC-0009,EPINEPHRINE,2023-09-30,78.0
AUD-000298,FAC-0009,EPINEPHRINE,2023-10-31,73.0
AUD-000299,FAC-0009,EPINEPHRINE,2023-11-30,84.0
AUD-000300,FAC-0009,EPINEPHRINE,2023-12-31,96.0
AUD-000301,FAC-0009,PARACETAMOL,2023-01-31,4723.0
AUD-000302,FAC-0009,PARACETAMOL,2023-02-28,9017.0
AUD-000303,FAC-0009,PARACETAMOL,2023-03-31,13187.0
AUD-000304,FAC-0009,PARACETAMOL,2023-04-30,17179.0
AUD-000305,FAC-0009,PARACETAMOL,2023-05-31,21186.0
AUD-000306,FAC-0009,PARACETAMOL,2023-06-30,24437.0
AUD-000307,FAC-0009,PARACETAMOL,2023-07-31,26327.0
AUD-000308,FAC-0009,PARACETAMOL,2023-08-31,27417.0
AUD-000309,FAC-0009,PARACETAMOL,2023-09-30,28626.0
AUD-000310,FAC-0009,PARACETAMOL,2023-10-31,25380.0
AUD-000311,FAC-0009,PARACETAMOL,2023-11-30,28745.0
AUD-000312,FAC-0009,PARACETAMOL,2023-12-31,37195.0
AUD-000313,FAC-0009,RIF_INH,2023-01-31,762.0
AUD-000314,FAC-0009,RIF_INH,2023-02-28,1504.0
AUD-000315,FAC-0009,RIF_INH,2023-03-31,2221.0
AUD-000316,FAC-0009,RIF_INH,2023-04-30,2917.0
AUD-000317,FAC-0009,RIF_INH,2023-05-31,3579.0
AUD-000318,FAC-0009,RIF_INH,2023-06-30,4267.0
AUD-000319,FAC-0009,RIF_INH,2023-07-31,4909.0
AUD-000320,FAC-0009,RIF_INH,2023-08-31,6358.0
AUD-000321,FAC-0009,RIF_INH,2023-09-30,6178.0
AUD-000322,FAC-0009,RIF_INH,2023-10-31,6810.0
AUD-000323,FAC-0009,RIF_INH,2023-11-30,7403.0
AUD-000324,FAC-0009,RIF_INH,2023-12-31,8762.0
AUD-000325,FAC-0010,EPINEPHRINE,2023-01-31,13.0
AUD-000326,FAC-0010,EPINEPHRINE,2023-02-28,6.0
AUD-000327,FAC-0010,EPINEPHRINE,2023-03-31,5.0
AUD-000328,FAC-0010,EPINEPHRINE,2023-04-30,35.0
AUD-000329,FAC-0010,EPINEPHRINE,2023-05-31,46.0
AUD-000330,FAC-0010,EPINEPHRINE,2023-06-30,55.0
AUD-000331,FAC-0010,EPINEPHRINE,2023-07-31,56.0
AUD-000332,FAC-0010,EPINEPHRINE,2023-08-31,59.0
AUD-000333,FAC-0010,EPINEPHRINE,2023-09-30,62.0
AUD-000334,FAC-0010,EPINEPHRINE,2023-10-31,78.0
AUD-000335,FAC-0010,EPINEPHRINE,2023-11-30,71.0
AUD-000336,FAC-0010,EPINEPHRINE,2023-12-31,84.0
AUD-000337,FAC-0010,PARACETAMOL,2023-01-31,4776.0
AUD-000338,FAC-0010,PARACETAMOL,2023-02-28,8993.0
AUD-000339,FAC-0010,PARACETAMOL,2023-03-31,8125.0
AUD-000340,FAC-0010,PARACETAMOL,2023-04-30,12162.0
AUD-000341,FAC-0010,PARACETAMOL,2023-05-31,20979.0
AUD-000342,FAC-0010,PARACETAMOL,2023-06-30,24040.0
AUD-000343,FAC-0010,PARACETAMOL,2023-07-31,25545.0
AUD-000344,FAC-0010,PARACETAMOL,2023-08-31,26183.0
AUD-000345,FAC-0010,PARACETAMOL,2023-09-30,26941.0
AUD-000346,FAC-0010,PARACETAMOL,2023-10-31,28678.0
AUD-000347,FAC-0010,PARACETAMOL,2023-11-30,26722.0
AUD-000348,FAC-0010,PARACETAMOL,2023-12-31,34970.0
AUD-000349,FAC-0010,RIF_INH,2023-01-31,7.0
AUD-000350,FAC-0010,RIF_INH,2023-02-28,1538.0
AUD-000351,FAC-0010,RIF_INH,2023-03-31,2229.0
AUD-000352,FAC-0010,RIF_INH,2023-04-30,2150.0
AUD-000353,FAC-0010,RIF_INH,2023-05-31,3614.0
AUD-000354,FAC-0010,RIF_INH,2023-06-30,4289.0
AUD-000355,FAC-0010,RIF_INH,2023-07-31,4898.0
AUD-000356,FAC-0010,RIF_INH,2023-08-31,5499.0
AUD-000357,FAC-0010,RIF_INH,2023-09-30,6086.0
AUD-000358,FAC-0010,RIF_INH,2023-10-31,5885.0
AUD-000359,FAC-0010,RIF_INH,2023-11-30,6489.0
AUD-000360,FAC-0010,RIF_INH,2023-12-31,7811.0
AUD-000361,FAC-0011,EPINEPHRINE,2023-01-31,4.0
AUD-000362,FAC-0011,EPINEPHRINE,2023-02-28,19.0
AUD-000363,FAC-0011,EPINEPHRINE,2023-03-31,10.0
AUD-000364,FAC-0011,EPINEPHRINE,2023-04-30,12.0
AUD-000365,FAC-0011,EPINEPHRINE,2023-05-31,24.0
AUD-000366,FAC-0011,EPINEPHRINE,2023-06-30,31.0
AUD-000367,FAC-0011,EPINEPHRINE,2023-07-31,33.0
AUD-000368,FAC-0011,EPINEPHRINE,2023-08-31,38.0
AUD-000369,FAC-0011,EPINEPHRINE,2023-09-30,47.0
AUD-000370,FAC-0011,EPINEPHRINE,2023-10-31,51.0
AUD-000371,FAC-0011,EPINEPHRINE,2023-11-30,67.0
AUD-000372,FAC-0011,EPINEPHRINE,2023-12-31,67.0
AUD-000373,FAC-0011,PARACETAMOL,2023-01-31,4980.0
AUD-000374,FAC-0011,PARACETAMOL,2023-02-28,8895.0
AUD-000375,FAC-0011,PARACETAMOL,2023-03-31,12796.0
AUD-000376,FAC-0011,PARACETAMOL,2023-04-30,16634.0
AUD-000377,FAC-0011,PARACETAMOL,2023-05-31,20469.0
AUD-000378,FAC-0011,PARACETAMOL,2023-06-30,18173.0
AUD-000379,FAC-0011,PARACETAMOL,2023-07-31,28726.0
AUD-000380,FAC-0011,PARACETAMOL,2023-08-31,22873.0
AUD-000381,FAC-0011,PARACETAMOL,2023-09-30,22004.0
AUD-000382,FAC-0011,PARACETAMOL,2023-10-31,27585.0
AUD-000383,FAC-0011,PARACETAMOL,2023-11-30,25594.0
AUD-000384,FAC-0011,PARACETAMOL,2023-12-31,29248.0
AUD-000385,FAC-0011,RIF_INH,2023-01-31,723.0
AUD-000386,FAC-0011,RIF_INH,2023-02-28,1463.0
AUD-000387,FAC-0011,RIF_INH,2023-03-31,2163.0
AUD-000388,FAC-0011,RIF_INH,2023-04-30,2875.0
AUD-000389,FAC-0011,RIF_INH,2023-05-31,3548.0
AUD-000390,FAC-0011,RIF_INH,2023-06-30,4228.0
AUD-000391,FAC-0011,RIF_INH,2023-07-31,4922.0
AUD-000392,FAC-0011,RIF_INH,2023-08-31,6396.0
AUD-000393,FAC-0011,RIF_INH,2023-09-30,6285.0
AUD-000394,FAC-0011,RIF_INH,2023-10-31,6159.0
AUD-000395,FAC-0011,RIF_INH,2023-11-30,8434.0
AUD-000396,FAC-0011,RIF_INH,2023-12-31,9054.0
AUD-000397,FAC-0012,EPINEPHRINE,2023-01-31,16.0
AUD-000398,FAC-0012,EPINEPHRINE,2023-02-28,9.0
AUD-000399,FAC-0012,EPINEPHRINE,2023-03-31,15.0
AUD-000400,FAC-0012,EPINEPHRINE,2023-04-30,15.0
AUD-000401,FAC-0012,EPINEPHRINE,2023-05-31,9.0
AUD-000402,FAC-0012,EPINEPHRINE,2023-06-30,26.0
AUD-000403,FAC-0012,EPINEPHRINE,2023-07-31,7.0
AUD-000404,FAC-0012,EPINEPHRINE,2023-08-31,6.0
AUD-000405,FAC-0012,EPINEPHRINE,2023-09-30,18.0
AUD-000406,FAC-0012,EPINEPHRINE,2023-10-31,22.0
